frame,expr_l2,theta_l2,expr_cosine
948,5.4910126,1.4553802,
949,5.4296556,1.4520702,
950,4.924399,1.4452388,
951,4.7956185,1.4426061,
952,5.1727033,1.4504813,
953,4.916773,1.4526693,
954,4.798442,1.4507477,
955,4.556529,1.4462138,
956,4.8605475,1.4496832,
957,5.2349114,1.4528074,
958,5.159298,1.4477378,
959,5.76295,1.4364698,
960,6.0941253,1.4272097,
961,4.5909886,1.4331573,
962,5.0703583,1.4324962,
963,5.340401,1.4368731,
964,5.435434,1.4304272,
965,5.1006784,1.4287609,
966,4.988371,1.4402599,
967,5.176496,1.4471647,
968,5.879958,1.4431413,
969,5.791808,1.4497322,
970,5.8353176,1.4508802,
971,5.55414,1.4484409,
972,5.7472167,1.4516852,
973,5.42269,1.4553802,
974,5.499864,1.4520702,
975,4.9486146,1.4457175,
976,4.0983844,1.4408548,
977,4.2682095,1.4318568,
978,4.2463727,1.4341025,
979,4.168587,1.4290968,
980,4.1907544,1.4293873,
981,4.321721,1.4409162,
982,4.40663,1.4432459,
983,4.5396185,1.4446968,
984,4.4257655,1.4435282,
985,4.438804,1.439483,
986,4.3572044,1.435583,
987,4.5507693,1.4358064,
988,4.76319,1.4384824,
989,5.773112,1.4423921,
990,5.4104495,1.445747,
991,5.6562734,1.4488233,
992,5.6450863,1.4501873,
993,5.5541253,1.454725,
994,5.7263765,1.4577504,
995,5.5182247,1.4585063,
996,5.2633595,1.455967,
997,4.8287015,1.451469,
998,4.696626,1.4369191,
999,4.9072375,1.4352387,
1000,5.34231,1.5404395,
1001,5.5973687,1.5366876,
1002,5.2057457,1.5417937,
1003,5.382308,1.53792,
1004,5.117109,1.5348257,
1005,4.75825,1.5294003,
1006,5.0908203,1.5216473,
1007,7.4757767,1.5082408,
1008,7.6302996,1.4832553,
1009,7.4623246,1.4930941,
1010,6.5425243,1.5002446,
1011,5.9697022,1.5141778,
1012,6.0125527,1.525099,
1013,5.9949884,1.5258335,
1014,5.854836,1.514945,
1015,6.0126266,1.5065889,
1016,6.362561,1.5059754,
1017,6.5601144,1.5026312,
1018,6.7394576,1.5056541,
1019,6.4566984,1.5087125,
1020,5.805297,1.5130138,
1021,5.7554226,1.5276564,
1022,5.781799,1.5286081,
1023,5.8374457,1.5341177,
1024,5.626279,1.5312837,
1025,5.4741354,1.526537,
1026,6.8551526,1.5085725,
1027,7.0690327,1.4866079,
1028,6.324341,1.4769747,
1029,6.3452797,1.4660139,
1030,6.6992316,1.4596775,
1031,6.6550007,1.4605552,
1032,6.6130753,1.4659082,
1033,7.022548,1.4795129,
1034,5.4320064,1.4966205,
1035,5.654826,1.5098377,
1036,5.5911355,1.5189162,
1037,5.3960023,1.5274917,
1038,6.1395006,1.5297443,
1039,6.729185,1.5306408,
1040,6.5621667,1.5265354,
1041,5.964789,1.5214357,
1042,5.874602,1.5095268,
1043,6.4089003,1.4958775,
1044,6.599347,1.490669,
1045,6.4196568,1.4851689,
1046,6.659925,1.4842777,
1047,6.142262,1.4863522,
1048,5.628893,1.4899954,
1049,5.5396647,1.4926416,
1050,5.6293745,1.5404395,
1051,5.548457,1.5366876,
1052,5.4237905,1.5417937,
1053,5.0682244,1.53792,
1054,4.7230825,1.5348257,
1055,4.76841,1.5294003,
1056,5.1217737,1.5216473,
1057,7.652969,1.5082408,
1058,7.5908933,1.4832553,
1059,7.5788913,1.4930941,
1060,6.2308345,1.5002446,
1061,5.9309163,1.5141778,
1062,6.0418677,1.525099,
1063,5.809323,1.5258335,
1064,5.903284,1.514945,
1065,6.391142,1.5065889,
1066,6.432992,1.5059754,
1067,6.973807,1.5026312,
1068,6.873131,1.5056541,
1069,6.1129313,1.5087125,
1070,5.8888717,1.5130138,
1071,5.918435,1.5276564,
1072,5.814277,1.5286081,
1073,5.646061,1.5341177,
1074,5.6622486,1.5312837,
1075,5.395666,1.526537,
1076,6.3514986,1.5085725,
1077,7.1391125,1.4866079,
1078,6.718484,1.4769747,
1079,6.8958964,1.4660139,
1080,6.4599023,1.4596775,
1081,6.6399775,1.4605552,
1082,6.254523,1.4659082,
1083,6.521529,1.4795129,
1084,5.528331,1.4966205,
1085,5.325208,1.5098377,
1086,5.386861,1.5189162,
1087,5.554793,1.5274917,
1088,6.037409,1.5297443,
1089,6.7563324,1.5306408,
1090,6.8663483,1.5265354,
1091,6.250107,1.5214357,
1092,5.8462415,1.5095268,
1093,6.6999364,1.4958775,
1094,6.8533893,1.490669,
1095,6.5634594,1.4851689,
1096,6.5883403,1.4842777,
1097,6.199308,1.4863522,
1098,5.58799,1.4899954,
1099,5.539408,1.4926416,
1100,5.520415,1.526537,
1101,6.5419607,1.5085725,
1102,7.292433,1.4866079,
1103,6.5866394,1.4769747,
1104,6.6930795,1.4660139,
1105,6.5836735,1.4596775,
1106,6.5332093,1.4605552,
1107,6.780823,1.4659082,
1108,6.921071,1.4795129,
1109,5.6037354,1.4966205,
1110,5.5283628,1.5098377,
1111,5.4793158,1.5189162,
1112,5.3069305,1.5274917,
1113,6.5155067,1.5297443,
1114,6.756173,1.5306408,
1115,7.093309,1.5265354,
1116,6.3001723,1.5214357,
1117,5.717595,1.5095268,
1118,6.3053093,1.4958775,
1119,6.656265,1.490669,
1120,6.171856,1.4851689,
1121,6.7555714,1.4842777,
1122,6.131147,1.4863522,
1123,5.6356516,1.4899954,
1124,5.5520215,1.4926416,
1125,5.2825108,1.4974504,
1126,4.865639,1.5012971,
1127,4.7578263,1.503708,
1128,5.150723,1.50415,
1129,5.6161165,1.5069082,
1130,5.861314,1.5115824,
1131,6.463036,1.5088221,
1132,6.5736217,1.5015719,
1133,6.390004,1.4763846,
1134,6.7564445,1.4714184,
1135,6.081559,1.4719238,
1136,5.783799,1.4849464,
1137,5.5114408,1.4906057,
1138,5.2283106,1.4878666,
1139,6.393139,1.4666247,
1140,6.8238835,1.4583267,
1141,6.968376,1.4530132,
1142,6.941207,1.4637145,
1143,8.814255,1.4889138,
1144,8.416536,1.5132847,
1145,5.5210633,1.5246489,
1146,5.457889,1.5280911,
1147,5.0957694,1.52816,
1148,5.173373,1.5266765,
1149,5.0212293,1.5309514,
1150,5.2981606,1.526537,
1151,6.5896487,1.5085725,
1152,7.2294693,1.4866079,
1153,6.59653,1.4769747,
1154,6.6879272,1.4660139,
1155,6.6331534,1.4596775,
1156,6.741076,1.4605552,
1157,6.752346,1.4659082,
1158,6.6997666,1.4795129,
1159,5.4112973,1.4966205,
1160,5.5257244,1.5098377,
1161,5.5731587,1.5189162,
1162,5.6090736,1.5274917,
1163,6.325547,1.5297443,
1164,6.865138,1.5306408,
1165,6.520308,1.5265354,
1166,6.2425447,1.5214357,
1167,5.6796503,1.5095268,
1168,6.918264,1.4958775,
1169,6.3692884,1.490669,
1170,6.452138,1.4851689,
1171,6.400799,1.4842777,
1172,6.3163977,1.4863522,
1173,5.4876423,1.4899954,
1174,5.4934745,1.4926416,
1175,5.3214707,1.4974504,
1176,4.9220686,1.5012971,
1177,4.7171655,1.503708,
1178,5.008069,1.50415,
1179,5.6491723,1.5069082,
1180,6.0961614,1.5115824,
1181,6.3993936,1.5088221,
1182,6.5866265,1.5015719,
1183,6.127248,1.4763846,
1184,6.1411715,1.4714184,
1185,6.1220455,1.4719238,
1186,5.4379287,1.4849464,
1187,5.4353666,1.4906057,
1188,5.367782,1.4878666,
1189,6.4221454,1.4666247,
1190,6.8999043,1.4583267,
1191,6.886658,1.4530132,
1192,6.5048494,1.4637145,
1193,9.053218,1.4889138,
1194,8.761947,1.5132847,
1195,5.4063306,1.5246489,
1196,5.2307067,1.5280911,
1197,5.2340283,1.52816,
1198,4.971967,1.5266765,
1199,5.1830826,1.5309514,
1200,5.279507,1.4974504,
1201,4.693242,1.5012971,
1202,4.5014567,1.503708,
1203,5.094605,1.50415,
1204,5.507836,1.5069082,
1205,5.8567066,1.5115824,
1206,6.178719,1.5088221,
1207,6.248688,1.5015719,
1208,6.352274,1.4763846,
1209,6.3556333,1.4714184,
1210,6.082327,1.4719238,
1211,5.5006504,1.4849464,
1212,5.506907,1.4906057,
1213,5.400324,1.4878666,
1214,6.483633,1.4666247,
1215,6.2475085,1.4583267,
1216,6.711497,1.4530132,
1217,7.1540866,1.4637145,
1218,8.945853,1.4889138,
1219,8.783618,1.5132847,
1220,5.477431,1.5246489,
1221,5.420907,1.5280911,
1222,5.042007,1.52816,
1223,5.105197,1.5266765,
1224,5.167513,1.5309514,
1225,5.0464444,1.5272179,
1226,5.097974,1.521017,
1227,5.7104745,1.5095578,
1228,5.5420055,1.4996082,
1229,5.4677744,1.5008165,
1230,5.349685,1.5040544,
1231,5.3259697,1.5025693,
1232,5.6079826,1.5025953,
1233,5.695971,1.4995552,
1234,5.506576,1.4945154,
1235,5.223164,1.507684,
1236,4.66147,1.5107077,
1237,4.925577,1.5040487,
1238,5.8540874,1.4844216,
1239,5.617282,1.4805145,
1240,5.1587524,1.4857638,
1241,4.7508183,1.5100619,
1242,4.2946734,1.5207194,
1243,4.4101954,1.5237882,
1244,4.528634,1.5253156,
1245,4.308007,1.5209526,
1246,4.749469,1.5085281,
1247,5.226957,1.5035427,
1248,6.0610714,1.494107,
1249,6.5137672,1.4885099,
1250,4.898862,1.5272179,
1251,5.2030096,1.521017,
1252,5.718028,1.5095578,
1253,5.169794,1.4996082,
1254,5.085858,1.5008165,
1255,5.382555,1.5040544,
1256,5.4630284,1.5025693,
1257,5.350222,1.5025953,
1258,5.71269,1.4995552,
1259,5.261235,1.4945154,
1260,5.159677,1.507684,
1261,4.6467066,1.5107077,
1262,4.5920577,1.5040487,
1263,6.197444,1.4844216,
1264,5.377323,1.4805145,
1265,5.3230643,1.4857638,
1266,4.593642,1.5100619,
1267,4.468684,1.5207194,
1268,4.4728603,1.5237882,
1269,4.373823,1.5253156,
1270,4.5650187,1.5209526,
1271,4.7527676,1.5085281,
1272,5.1805043,1.5035427,
1273,5.952854,1.494107,
1274,6.6923513,1.4885099,
1275,6.755614,1.4905634,
1276,6.0152564,1.4929308,
1277,5.1262817,1.5155228,
1278,5.612257,1.5281802,
1279,6.126754,1.5281417,
1280,5.6934924,1.5318276,
1281,5.926438,1.539725,
1282,8.46953,1.5386,
1283,9.265584,1.4838985,
1284,8.0714855,1.4742981,
1285,7.020366,1.4780314,
1286,6.123853,1.5005895,
1287,5.9672093,1.5140487,
1288,6.5497446,1.5275371,
1289,6.430428,1.5282807,
1290,6.244253,1.5238303,
1291,6.5435185,1.5209807,
1292,6.778679,1.5168109,
1293,6.314543,1.4985037,
1294,6.1626163,1.4846005,
1295,6.336868,1.489005,
1296,5.7705274,1.4995729,
1297,5.821613,1.5092518,
1298,6.035601,1.5157933,
1299,5.6547008,1.5090775,
1300,6.31438,1.4905634,
1301,6.121389,1.4929308,
1302,5.201705,1.5155228,
1303,5.88242,1.5281802,
1304,6.236277,1.5281417,
1305,6.002812,1.5318276,
1306,6.168089,1.539725,
1307,8.339486,1.5386,
1308,9.754006,1.4838985,
1309,8.234995,1.4742981,
1310,7.0975943,1.4780314,
1311,6.0446815,1.5005895,
1312,5.904907,1.5140487,
1313,6.0800347,1.5275371,
1314,6.0534625,1.5282807,
1315,6.793582,1.5238303,
1316,6.40722,1.5209807,
1317,6.7009344,1.5168109,
1318,5.945206,1.4985037,
1319,6.32415,1.4846005,
1320,5.982679,1.489005,
1321,5.909933,1.4995729,
1322,5.8344703,1.5092518,
1323,5.927607,1.5157933,
1324,5.5995665,1.5090775,
1325,6.1720195,1.5004768,
1326,5.8406405,1.4856876,
1327,5.7395315,1.460574,
1328,6.073797,1.4618064,
1329,6.0563493,1.458092,
1330,6.7387085,1.4670045,
1331,8.756098,1.4706111,
1332,9.445419,1.4776834,
1333,7.598687,1.5059545,
1334,6.8865924,1.5242041,
1335,5.6552,1.5538073,
1336,5.4866405,1.5587808,
1337,5.341058,1.56822,
1338,5.3104625,1.5683012,
1339,5.66862,1.5722303,
1340,5.6151314,1.5721582,
1341,6.169785,1.566885,
1342,5.829395,1.5606503,
1343,6.425566,1.5417633,
1344,6.684274,1.5300766,
1345,6.453142,1.5273486,
1346,5.6728864,1.5273695,
1347,5.083511,1.5329461,
1348,4.616415,1.5331279,
1349,4.782748,1.5359721,
1350,5.8216233,1.5004768,
1351,5.7696066,1.4856876,
1352,5.263766,1.460574,
1353,5.4756684,1.4618064,
1354,6.442173,1.458092,
1355,6.643283,1.4670045,
1356,8.51995,1.4706111,
1357,8.865589,1.4776834,
1358,7.7582674,1.5059545,
1359,7.4726777,1.5242041,
1360,5.5791326,1.5538073,
1361,5.1743374,1.5587808,
1362,5.0954113,1.56822,
1363,5.151719,1.5683012,
1364,5.3918777,1.5722303,
1365,5.5190954,1.5721582,
1366,6.1624637,1.566885,
1367,6.118016,1.5606503,
1368,6.4830527,1.5417633,
1369,6.7197328,1.5300766,
1370,6.590415,1.5273486,
1371,5.84464,1.5273695,
1372,5.0061946,1.5329461,
1373,4.5420966,1.5331279,
1374,5.0403395,1.5359721,
1375,5.6183085,1.5393417,
1376,5.9411855,1.5459498,
1377,6.00467,1.5380254,
1378,6.345751,1.5242201,
1379,6.6303797,1.5141397,
1380,6.5585413,1.5120567,
1381,6.372629,1.5115706,
1382,6.2409964,1.50104,
1383,6.069377,1.5060465,
1384,5.678051,1.5183563,
1385,5.483286,1.5141925,
1386,5.3718143,1.503465,
1387,5.8403783,1.4952254,
1388,6.311775,1.502733,
1389,6.1352453,1.5077757,
1390,6.634643,1.526416,
1391,6.6082187,1.5487444,
1392,5.8229403,1.5670688,
1393,5.3204837,1.6000265,
1394,5.364204,1.5941551,
1395,5.5126557,1.5901538,
1396,5.3016343,1.5743104,
1397,6.1851516,1.5660396,
1398,5.2014194,1.5894523,
1399,5.0169716,1.5982894,
1400,5.5789785,1.5393417,
1401,5.7237506,1.5459498,
1402,6.2045927,1.5380254,
1403,6.6040025,1.5242201,
1404,6.998937,1.5141397,
1405,6.680087,1.5120567,
1406,6.558665,1.5115706,
1407,6.2381167,1.50104,
1408,5.909061,1.5060465,
1409,5.5847545,1.5183563,
1410,5.535195,1.5141925,
1411,5.50717,1.503465,
1412,5.527732,1.4952254,
1413,5.8932314,1.502733,
1414,6.142358,1.5077757,
1415,6.4095244,1.526416,
1416,6.6312585,1.5487444,
1417,5.810284,1.5670688,
1418,5.3090935,1.6000265,
1419,5.6623216,1.5941551,
1420,5.5621853,1.5901538,
1421,5.27585,1.5743104,
1422,6.2512164,1.5660396,
1423,5.5583453,1.5894523,
1424,5.035871,1.5982894,
1425,4.9609785,1.5978035,
1426,4.9464264,1.5929191,
1427,4.932497,1.5954663,
1428,4.994174,1.592565,
1429,5.1874533,1.5890368,
1430,5.2697377,1.5771117,
1431,5.675268,1.5636119,
1432,6.1555634,1.5367249,
1433,6.7344055,1.5413346,
1434,5.969589,1.5526987,
1435,5.1905823,1.5708522,
1436,5.096875,1.5838398,
1437,5.7980947,1.5999562,
1438,5.8683248,1.6116817,
1439,6.235619,1.6178304,
1440,6.721334,1.6232411,
1441,6.734285,1.6216806,
1442,6.5400558,1.6213918,
1443,6.718708,1.6180714,
1444,6.6282396,1.6177124,
1445,6.3745117,1.6161263,
1446,5.814734,1.5995598,
1447,5.2762437,1.5584859,
1448,5.4493246,1.5493009,
1449,5.0651603,1.5585917,
1450,4.9296165,1.5978035,
1451,4.78371,1.5929191,
1452,4.8241034,1.5954663,
1453,4.8266115,1.592565,
1454,4.940537,1.5890368,
1455,5.450226,1.5771117,
1456,5.8780217,1.5636119,
1457,6.077359,1.5367249,
1458,6.5115275,1.5413346,
1459,6.2096257,1.5526987,
1460,5.9408517,1.5708522,
1461,4.774811,1.5838398,
1462,5.721049,1.5999562,
1463,5.5632515,1.6116817,
1464,6.512537,1.6178304,
1465,6.689137,1.6232411,
1466,6.7260437,1.6216806,
1467,6.5641003,1.6213918,
1468,6.5918527,1.6180714,
1469,6.276556,1.6177124,
1470,6.3485794,1.6161263,
1471,6.1397386,1.5995598,
1472,5.1763177,1.5584859,
1473,5.3580575,1.5493009,
1474,4.83698,1.5585917,
1475,5.1738048,1.5522577,
1476,5.0332203,1.5527682,
1477,4.7921124,1.5490315,
1478,4.6363006,1.5411845,
1479,4.7315845,1.5282183,
1480,4.819177,1.5191897,
1481,5.021493,1.4989592,
1482,5.2116156,1.4791075,
1483,6.158883,1.4653292,
1484,6.1469183,1.4672962,
1485,6.3593354,1.4691515,
1486,6.2455387,1.4814507,
1487,6.0492554,1.495846,
1488,5.5246625,1.5074136,
1489,4.71499,1.5244958,
1490,4.7714334,1.5392158,
1491,4.5379615,1.537738,
1492,4.5669146,1.5500062,
1493,4.7136474,1.5554204,
1494,4.781666,1.5608228,
1495,4.828004,1.5683123,
1496,4.856182,1.5636228,
1497,4.5879455,1.550092,
1498,4.797783,1.5347319,
1499,5.0980086,1.5254751,
1500,4.8123484,1.5215496,
1501,5.7980022,1.5149066,
1502,5.1007247,1.5175709,
1503,5.3935127,1.5182565,
1504,5.0706205,1.5144583,
1505,3.8043187,1.5045247,
1506,4.7955585,1.4992934,
1507,4.804095,1.4972539,
1508,4.661556,1.4954983,
1509,4.706401,1.4968786,
1510,4.584495,1.5065947,
1511,4.5772142,1.5131451,
1512,4.545529,1.5172023,
1513,4.8444448,1.5166578,
1514,4.959888,1.516465,
1515,4.759762,1.5197403,
1516,4.318725,1.5174559,
1517,4.851685,1.5094512,
1518,4.967476,1.5132455,
1519,5.3472905,1.5136335,
1520,5.209695,1.5074263,
1521,5.8588996,1.4901319,
1522,6.333621,1.4873857,
1523,6.1966085,1.4875314,
1524,5.6325464,1.4941584,
1525,4.421553,1.5033866,
1526,4.1549773,1.5026574,
1527,5.6171455,1.4961354,
1528,5.429621,1.4910086,
1529,5.0541067,1.48373,
1530,4.58566,1.4815944,
1531,4.19258,1.4824796,
1532,4.283795,1.4795117,
1533,4.267718,1.4800551,
1534,4.0869246,1.4812351,
1535,4.1975727,1.4824294,
1536,4.339141,1.4872276,
1537,4.8237214,1.4928297,
1538,4.965441,1.4981397,
1539,5.307272,1.5050349,
1540,5.324988,1.5066959,
1541,5.2059727,1.5097018,
1542,5.2881103,1.5097579,
1543,5.228907,1.5209267,
1544,4.451701,1.5112935,
1545,4.856489,1.5039008,
1546,5.8271704,1.4813287,
1547,6.9510217,1.4657332,
1548,7.8015766,1.4586847,
1549,6.4250007,1.4713706,
1550,4.2940855,1.5033866,
1551,4.2371607,1.5026574,
1552,5.588477,1.4961354,
1553,5.187287,1.4910086,
1554,5.1369596,1.48373,
1555,4.6453533,1.4815944,
1556,4.174971,1.4824796,
1557,4.137167,1.4795117,
1558,4.21626,1.4800551,
1559,4.076314,1.4812351,
1560,4.282451,1.4824294,
1561,4.313016,1.4872276,
1562,4.3370547,1.4928297,
1563,5.146897,1.4981397,
1564,5.1873984,1.5050349,
1565,5.388887,1.5066959,
1566,5.5695047,1.5097018,
1567,5.3746476,1.5097579,
1568,5.4388337,1.5209267,
1569,4.6496754,1.5112935,
1570,4.700787,1.5039008,
1571,6.031723,1.4813287,
1572,7.0571737,1.4657332,
1573,6.947866,1.4586847,
1574,6.28807,1.4713706,
1575,5.422419,1.4916943,
1576,5.0057445,1.5084633,
1577,5.952339,1.5053443,
1578,5.4062567,1.5096666,
1579,5.1829205,1.5137904,
1580,5.375613,1.5164872,
1581,5.963274,1.5089777,
1582,6.37253,1.5003228,
1583,6.545724,1.4963071,
1584,6.3388896,1.4975529,
1585,6.2442975,1.5021176,
1586,6.1926093,1.5128766,
1587,6.0494184,1.5154678,
1588,6.258753,1.5215018,
1589,5.1626205,1.5287911,
1590,5.3982587,1.5279235,
1591,5.6299763,1.5230372,
1592,5.4941254,1.5201739,
1593,6.033157,1.5072343,
1594,5.821326,1.5013018,
1595,5.21978,1.5117365,
1596,5.777442,1.515368,
1597,5.1411552,1.5231129,
1598,4.156354,1.5300962,
1599,4.439392,1.5256443,
1600,5.416339,1.4916943,
1601,4.8166294,1.5084633,
1602,5.643245,1.5053443,
1603,5.3407645,1.5096666,
1604,5.485925,1.5137904,
1605,5.3271646,1.5164872,
1606,5.859804,1.5089777,
1607,6.718706,1.5003228,
1608,6.484962,1.4963071,
1609,6.6387444,1.4975529,
1610,6.55736,1.5021176,
1611,6.6237698,1.5128766,
1612,6.41417,1.5154678,
1613,6.3202505,1.5215018,
1614,5.1371145,1.5287911,
1615,5.557031,1.5279235,
1616,5.675226,1.5230372,
1617,5.7310677,1.5201739,
1618,5.869496,1.5072343,
1619,6.397045,1.5013018,
1620,5.352238,1.5117365,
1621,5.776052,1.515368,
1622,5.4654,1.5231129,
1623,4.2722454,1.5300962,
1624,4.2611136,1.5256443,
1625,5.171683,1.5197585,
1626,5.4868727,1.5129588,
1627,5.166792,1.5060503,
1628,4.920229,1.5138859,
1629,5.11697,1.5204349,
1630,4.9235134,1.5158428,
1631,5.201645,1.5160494,
1632,5.159203,1.5166974,
1633,4.9737797,1.5092157,
1634,5.083253,1.5133356,
1635,5.267373,1.5150696,
1636,5.879061,1.5163282,
1637,5.8299336,1.5211947,
1638,6.010214,1.5235943,
1639,5.903001,1.5200536,
1640,5.6731353,1.517323,
1641,6.3807755,1.5266002,
1642,6.129412,1.5311815,
1643,4.708751,1.5438353,
1644,4.9699416,1.5522344,
1645,4.9277,1.5507898,
1646,4.647563,1.5383817,
1647,4.876432,1.5223029,
1648,5.9839706,1.5053926,
1649,5.8635993,1.4932166,
1650,5.307549,1.5197585,
1651,5.4125366,1.5129588,
1652,5.2320642,1.5060503,
1653,4.8814006,1.5138859,
1654,5.049255,1.5204349,
1655,4.927069,1.5158428,
1656,4.9640183,1.5160494,
1657,5.3354206,1.5166974,
1658,5.324053,1.5092157,
1659,5.053105,1.5133356,
1660,5.2072167,1.5150696,
1661,5.803154,1.5163282,
1662,5.6114926,1.5211947,
1663,5.972391,1.5235943,
1664,6.3462596,1.5200536,
1665,6.0782843,1.517323,
1666,5.9759955,1.5266002,
1667,5.855341,1.5311815,
1668,4.56954,1.5438353,
1669,4.739851,1.5522344,
1670,5.0665207,1.5507898,
1671,4.6237683,1.5383817,
1672,4.7834163,1.5223029,
1673,5.546011,1.5053926,
1674,6.087627,1.4932166,
1675,6.1109266,1.48445,
1676,5.84182,1.4792329,
1677,5.324911,1.4808466,
1678,4.824359,1.4927977,
1679,4.940161,1.4949976,
1680,5.0309043,1.4988409,
1681,5.0235124,1.4980577,
1682,5.4803314,1.5006533,
1683,5.5330496,1.4920924,
1684,5.3428497,1.4892324,
1685,5.1478286,1.4838593,
1686,5.228688,1.4840848,
1687,5.226607,1.4879817,
1688,5.377662,1.4869238,
1689,5.352423,1.4922304,
1690,5.37279,1.494001,
1691,5.372976,1.4976822,
1692,5.330992,1.4977856,
1693,5.7366924,1.497404,
1694,5.760174,1.4906358,
1695,5.8889813,1.4861516,
1696,5.7246585,1.4791709,
1697,5.587414,1.4691875,
1698,5.760765,1.4601833,
1699,5.917297,1.4492058,
1700,7.1914487,1.4654483,
1701,7.1741385,1.4644648,
1702,6.940391,1.4636285,
1703,7.0207677,1.4668305,
1704,6.3292522,1.475885,
1705,6.1477675,1.4743316,
1706,6.4577904,1.4744276,
1707,6.6636786,1.4704237,
1708,6.19516,1.4715409,
1709,6.745309,1.4821197,
1710,7.503325,1.4775184,
1711,7.955324,1.4813634,
1712,8.105732,1.4893585,
1713,7.8606105,1.4929106,
1714,6.8918753,1.4969088,
1715,7.152602,1.4983151,
1716,6.823136,1.4821693,
1717,7.070223,1.4769844,
1718,7.7730856,1.4787608,
1719,8.167089,1.4836937,
1720,8.157744,1.490919,
1721,8.359801,1.4892519,
1722,7.652054,1.5018331,
1723,6.7482567,1.5028355,
1724,6.5461307,1.5058057,
1725,6.066538,1.5056413,
1726,5.852554,1.4992706,
1727,5.171678,1.4881759,
1728,5.2942386,1.4794216,
1729,5.1689224,1.4669688,
1730,4.9069076,1.4597548,
1731,5.454297,1.4570588,
1732,5.2102075,1.4635087,
1733,5.2421374,1.4636741,
1734,5.7247987,1.4611763,
1735,5.2477803,1.4517559,
1736,5.389012,1.4452049,
1737,4.8661995,1.4489696,
1738,4.6621385,1.4502184,
1739,4.3677974,1.4495918,
1740,4.663475,1.4476169,
1741,4.587051,1.4452147,
1742,5.023413,1.4436402,
1743,4.9171863,1.4557178,
1744,4.397226,1.4673852,
1745,4.9697657,1.479018,
1746,4.9018364,1.4835382,
1747,5.1702523,1.4886167,
1748,5.083576,1.487479,
1749,5.222168,1.4879756,
1750,5.7319455,1.5056413,
1751,5.721274,1.4992706,
1752,5.27562,1.4881759,
1753,5.08556,1.4794216,
1754,5.085865,1.4669688,
1755,5.241804,1.4597548,
1756,5.3060393,1.4570588,
1757,5.1746335,1.4635087,
1758,5.598561,1.4636741,
1759,5.438742,1.4611763,
1760,5.379677,1.4517559,
1761,5.32273,1.4452049,
1762,5.007345,1.4489696,
1763,4.509549,1.4502184,
1764,4.4678445,1.4495918,
1765,4.7515163,1.4476169,
1766,4.8445873,1.4452147,
1767,5.1278505,1.4436402,
1768,4.9365635,1.4557178,
1769,4.440336,1.4673852,
1770,4.853397,1.479018,
1771,5.01604,1.4835382,
1772,5.1389046,1.4886167,
1773,5.1315503,1.487479,
1774,5.214267,1.4879756,
1775,5.1794333,1.4807504,
1776,5.5266414,1.4671692,
1777,5.3452854,1.4542915,
1778,4.985761,1.4395077,
1779,4.8662405,1.4293514,
1780,5.1874204,1.4280181,
1781,4.979048,1.4199804,
1782,5.0602636,1.4285923,
1783,4.9207582,1.4436798,
1784,5.3229327,1.4647223,
1785,5.4679008,1.4682829,
1786,5.4921293,1.471047,
1787,5.7445707,1.4689546,
1788,5.49815,1.466939,
1789,5.231439,1.4709989,
1790,5.2305727,1.4701884,
1791,4.526559,1.4588972,
1792,5.3320403,1.4525456,
1793,5.946943,1.4505581,
1794,6.1271634,1.4517487,
1795,5.2934036,1.4487268,
1796,5.219236,1.4511031,
1797,4.9786935,1.452544,
1798,4.8244796,1.4537964,
1799,5.0972567,1.454251,
1800,5.0357594,1.4807504,
1801,5.108989,1.4671692,
1802,5.1319075,1.4542915,
1803,5.132751,1.4395077,
1804,4.628121,1.4293514,
1805,5.52726,1.4280181,
1806,5.0763626,1.4199804,
1807,5.238451,1.4285923,
1808,4.9068756,1.4436798,
1809,4.94939,1.4647223,
1810,5.3687277,1.4682829,
1811,5.7577977,1.471047,
1812,5.4328437,1.4689546,
1813,5.1637664,1.466939,
1814,5.177425,1.4709989,
1815,5.1691065,1.4701884,
1816,4.6934114,1.4588972,
1817,5.024187,1.4525456,
1818,5.639471,1.4505581,
1819,6.3642387,1.4517487,
1820,5.4940085,1.4487268,
1821,5.0777144,1.4511031,
1822,5.1991873,1.452544,
1823,4.949633,1.4537964,
1824,4.977171,1.454251,
1825,5.0007515,1.4569279,
1826,4.611298,1.4677327,
1827,4.225598,1.472513,
1828,4.3246303,1.4833283,
1829,4.275167,1.4825282,
1830,5.1619163,1.4775076,
1831,5.0139747,1.4821318,
1832,4.4506974,1.4958944,
1833,4.546264,1.4937129,
1834,4.9947233,1.4852049,
1835,5.8301563,1.4837713,
1836,6.6735024,1.4790944,
1837,6.992141,1.4709454,
1838,7.0367236,1.4640977,
1839,6.99642,1.4559457,
1840,7.2153616,1.4518461,
1841,6.9189696,1.4502854,
1842,6.977869,1.4519391,
1843,7.062751,1.4568987,
1844,6.291671,1.4741703,
1845,6.1666665,1.4821165,
1846,6.214281,1.4753368,
1847,6.5100994,1.4667096,
1848,6.0304728,1.4545197,
1849,5.528542,1.448698,
1850,5.3906903,1.4569279,
1851,4.6405306,1.4677327,
1852,4.2921476,1.472513,
1853,4.394375,1.4833283,
1854,4.3758817,1.4825282,
1855,5.104627,1.4775076,
1856,5.0829115,1.4821318,
